77808296,Rua Pomerode,,Residencial Itaipu,550,27
77808300,Rua Noronha,,Santa Terezinha,550,27
77808305,Rua Fernando de Noronha,,Santa Terezinha,550,27
77808310,Avenida Paulista,,Santa Terezinha,550,27
77808315,Rua Espírito Santo,,Santa Terezinha,550,27
77808320,Rua Pernambuco,,Santa Terezinha,550,27
77808321,Rua Odilon Santos,,Santa Terezinha,550,27
77808322,Rua Niterói,,Loteamento Nova Araguaína,550,27
77808324,Rua Noroeste,,Loteamento Nova Araguaína,550,27
77808330,Rua Nordeste,,Santa Terezinha,550,27
77808340,Rua São Paulo,,Santa Terezinha,550,27
77808350,Rua Vinte e Nove de Março,,Santa Terezinha,550,27
77808360,Rua Vinte e Um de Maio,,Santa Terezinha,550,27
77808370,Rua Ceres,,Santa Terezinha,550,27
77808380,Rua Rio Branco,,Santa Terezinha,550,27
77808390,Rua Duque de Caxias,,Santa Terezinha,550,27
77808400,Avenida Santa Terezinha,,Santa Terezinha,550,27
77808410,Avenida Imperatriz,,Santa Terezinha,550,27
77808420,Avenida Filadélfia,,Santa Terezinha,550,27
77808430,Rua Quinze de Agosto,,Santa Terezinha,550,27
77808440,Rua 6,,Vila Santa Luzia,550,27
77808445,Rua 1,,Vila Santa Luzia,550,27
77808450,Rua Nemésio,,Vila Santa Luzia,550,27
77808455,Rua 2,,Vila Santa Luzia,550,27
77808460,Rua Jurema,,Vila Santa Luzia,550,27
77808465,Rua 3,,Vila Santa Luzia,550,27
77808470,Rua Floriano Peixoto,,Vila Santa Luzia,550,27
77808475,Rua 4,,Vila Santa Luzia,550,27
77808480,Rua Nova Pompéia,,Vila Santa Luzia,550,27
77808485,Rua 5,,Vila Santa Luzia,550,27
77808490,Rua Araci,,Vila Santa Luzia,550,27
77808500,Avenida Perimetral,,Vila Santa Luzia,550,27
77808520,Rua 2,,Vila Ferreira,550,27
77808530,Rua 3,,Vila Ferreira,550,27
77808540,Rua 4,,Vila Ferreira,550,27
77808550,Rua 5,,Vila Ferreira,550,27
77808560,Avenida Bela Vista,,Vila Ferreira,550,27
77808570,Rua Baixa Funda,,Vila Ferreira,550,27
77808571,Alameda dos Gerânios,,Loteamento Park Primavera,550,27
77808572,Alameda das Azaléias,,Loteamento Park Primavera,550,27
77808573,Alameda das Acácias,,Loteamento Park Primavera,550,27
77808574,Alameda dos Lírios,,Loteamento Park Primavera,550,27
77808575,Alameda das Hortências,,Loteamento Park Primavera,550,27
77808576,Alameda das Mansões,,Loteamento Park Primavera,550,27
77808577,Alameda das Rosas,,Loteamento Park Primavera,550,27
77808578,Avenida Bougainville,,Loteamento Park Primavera,550,27
77808579,Alameda das Avencas,,Loteamento Park Primavera,550,27
77808580,Rua São Jorge,,Setor Tiuba,550,27
77808582,Rua Norte Sul,,Setor Tiuba,550,27
77808584,Rua Menino Jesus de Nazaré,,Setor Tiuba,550,27
77808586,Rua da Sorte,,Setor Tiuba,550,27
77808588,Rua Esperança,,Setor Tiuba,550,27
77808590,Rua Deus é Grande,,Setor Tiuba,550,27
77808594,Rua 18 de Março,,Setor Tiuba,550,27
77808600,Rua Araçá,,Vila Ribeiro,550,27
77808602,Rua Avencas,,Vila Ribeiro,550,27
77808604,Rua Camomila,,Vila Ribeiro,550,27
77808606,Rua Confrei,,Vila Ribeiro,550,27
77808608,Rua dos Cravos,,Vila Ribeiro,550,27
77808610,Rua Butiá,,Vila Ribeiro,550,27
77808612,Rua dos Limoeiros,,Vila Ribeiro,550,27
77808614,Rua das Veredas,,Vila Ribeiro,550,27
77808616,Rua das Canelas,,Vila Ribeiro,550,27
77808618,Rua das Malvas,,Vila Ribeiro,550,27
77808620,Travessa das Flores,,Vila Ribeiro,550,27
77808622,Rua das Samambaias,,Setor Tocantins,550,27
77808624,Rua das Sempre-Vivas,,Setor Tocantins,550,27
77808626,Rua Hortelã,,Setor Tocantins,550,27
77808628,Rua das Dracenas,,Setor Tocantins,550,27
77808630,Rua da Douradinha,,Setor Tocantins,550,27
77808632,Rua da Arruda,,Setor Tocantins,550,27
77808633,Avenida Filadélfia,,Setor Tocantins,550,27
77808634,Rua Butiá,,Setor Tocantins,550,27
77808635,Rua Estrela Dalva,,Setor Palmas,550,27
77808636,Rua Guimarães,,Setor Palmas,550,27
77808637,Rua da Amizade,,Setor Palmas,550,27
77808638,Rua Pedro Dia,,Setor Palmas,550,27
77808639,Rua Perimetral,,Setor Palmas,550,27
77808640,Rua Brusque,,Setor Palmas,550,27
77808641,Rua Arnaldo Cardoso,,Setor Palmas,550,27
77808642,Rua Curitibanos,,Setor Palmas,550,27
77808643,Rua Cabral,,Setor Palmas,550,27
77808644,Rua 5 de Abril,,Setor Palmas,550,27
77808645,Rua Trindade,,Setor Palmas,550,27
77808646,Rua Nordeste,,Setor Palmas,550,27
77808647,Rua Primeiro de Setembro,,Setor Palmas,550,27
77808650,Avenida Amazílio Correa Camargo Neto,,Residencial Camargo,550,27
77808652,Rua das Malvas,,Residencial Camargo,550,27
77808654,Rua Ricardo Augusto Braz,,Residencial Camargo,550,27
77808656,Rua Zico Magal,,Residencial Camargo,550,27
77808658,Rua Hortelã,,Residencial Camargo,550,27
77808660,Rua de Virgínia Ribeiro Camargo,,Residencial Camargo,550,27
77808662,Rua Pamerodes,,Residencial Camargo,550,27
77808664,Rua Cláudio Lopes de Almeida,,Residencial Camargo,550,27
77808666,Rua José de Brito Soares,,Residencial Camargo,550,27
77808668,Rua da Luzia Cruz Machado,,Residencial Camargo,550,27
77808670,Rua Raimundo Dias Carneiro,,Residencial Camargo,550,27
77808672,Praça Jorge Humberto Camargo,,Residencial Camargo,550,27
77808674,Rua das Flores,,Residencial Camargo,550,27
77808676,Rua Glória Moraes,,Residencial Camargo,550,27
77808678,Rua de Raimundo Alves Lira,,Residencial Camargo,550,27
77808682,Rua Aranguá,,Residencial Camargo,550,27
77808684,Rua Brusque,,Residencial Camargo,550,27
77808686,Rua Manoel Rodrigues Soares,,Residencial Camargo,550,27
77808688,Rua Sebastiana Fernandes,,Residencial Camargo,550,27
77808690,Rua Cabral,,Residencial Camargo,550,27
77808692,Rua Josué,,Residencial Camargo,550,27
77808694,Rua Marcelo Ezequiel Braga,,Residencial Camargo,550,27
77808696,Rua dos Sonhos,,Residencial Camargo,550,27
77808698,Rua de Messias Medeiros Camargo,,Residencial Camargo,550,27
77808699,Avenida Filadélfia,,Residencial Camargo,550,27
77808900,Avenida Amazílio Correa Camargo Neto,,Residencial Camargo,550,27
77809010,Rua Maria de Souza,,Setor Carajá,550,27
77809012,Rua Rio Grande do Norte,,Setor Carajá,550,27
77809015,Rua Lontra,,Setor Carajá,550,27
77809020,Avenida Coronel Fleury,,Setor Carajá,550,27
77809025,Rua Doze de Janeiro,,Setor Carajá,550,27
77809030,Avenida Tiradentes,,Setor Carajá,550,27
77809035,Rua Norte Sul,,Setor Carajá,550,27
77809040,Avenida Prefeito João de Souza Lima,,Setor Carajá,550,27
77809045,Rua Perimetral,,Setor Carajá,550,27
77809050,Avenida Caramuru,,Setor Carajá,550,27
77809060,Avenida Floriano Peixoto,,Setor Carajá,550,27
77809080,Avenida Guanabara,,Setor Carajá,550,27
77809090,Rua Belo Horizonte,,Setor Carajá,550,27
77809100,Rua Rio Lontra,,Setor Carajá,550,27
77809110,Rua Marechal Rondon,,Setor Carajá,550,27
77809120,Rua Xixebal,,Setor Carajá,550,27
77809130,Rua 3,,Setor Carajá,550,27
77809140,Rua 2,,Setor Carajá,550,27
77809160,Avenida São Paulo,,Setor Carajá,550,27
77809170,Avenida Pará,,Setor Carajá,550,27
77809180,Avenida Princesa Isabel,,Setor Carajá,550,27
77809190,Rua Baixa Funda,,Setor Carajá,550,27
77809200,Avenida Anhangüera,,Setor Carajá,550,27
77809210,Rua Paranaguá,,Eldorado,550,27
77809220,Rua Guatemala,,Eldorado,550,27
77809230,Rua Hawaí,,Eldorado,550,27
77809235,Avenida Filadélfia,,Eldorado,550,27
77809240,Rua Líbano,,Eldorado,550,27
77809250,Rua dos Agrimensores,,Jardim Paulista,550,27
77809255,Rua dos Dentistas,,Jardim Paulista,550,27
77809260,Avenida dos Advogados,,Jardim Paulista,550,27
77809270,Rua dos Motoristas,,Jardim Paulista,550,27
77809280,Rua dos Pedreiros,,Jardim Mansões Palmeiras,550,27
77809285,Rua Nova Colina,,Jardim Mansões Palmeiras,550,27
77809290,Avenida dos Médicos,,Jardim Mansões Palmeiras,550,27
77809295,Avenida das Palmeiras,,Jardim Mansões Palmeiras,550,27
77809300,Rua dos Mecânicos,,Jardim Mansões Palmeiras,550,27
77809310,Rua dos Comerciários,,Jardim Mansões Palmeiras,550,27
77809320,Avenida dos Engenheiros,,Jardim Paulista,550,27
77809322,Rua dos Enfermeiros,,Jardim Paulista,550,27
77809330,Rua dos Garimpeiros,,Jardim Paulista,550,27
77809340,Rua dos Vendedores,,Jardim Paulista,550,27
77809350,Rua dos Corretores,,Jardim Paulista,550,27
77809352,Rua dos Colegiais,,Jardim Paulista,550,27
77809360,Avenida dos Fazendeiros,,Jardim Paulista,550,27
77809370,Rua dos Lavradores,,Jardim Paulista,550,27
77809380,Avenida dos Administradores,,Jardim Paulista,550,27
77809390,Rua dos Violeiros,,Jardim Paulista,550,27
77809400,Rua dos Bancários,,Jardim Paulista,550,27
77809410,Rua dos Marceneiros,,Jardim Paulista,550,27
77809412,Rua dos Topógrafos,,Jardim Paulista,550,27
77809420,Avenida das Mansões,,Jardim Paulista,550,27
77809430,Rua dos Profissionais,,Jardim Paulista,550,27
77809440,Rua Nossa Senhora das Graças,,Jardim Paulista,550,27
77809450,Rua Levinha,,Jardim Paulista,550,27
77809460,Rua Solimões,,Jardim Paulista,550,27
77809470,Rua Bela Cintra,,Jardim Paulista,550,27
77809480,Rua do Soldado,,Jardim Paulista,550,27
77809490,Rua dos Carpinteiros,,Jardim Paulista,550,27
77809500,Rua dos Eletricistas,,Jardim Paulista,550,27
77809510,Rua dos Candangos,,Jardim Paulista,550,27
77809520,Avenida Perimetral Brasil,,Jardim Mansões Palmeiras,550,27
77809530,Rua dos Bandeirantes do Norte,,Jardim Mansões Palmeiras,550,27
77809540,Avenida Perimetral Maria Bezerra,,Jardim Mansões Palmeiras,550,27
77809550,Rua Professora Rita de Cássia,,Jardim Mansões Palmeiras,550,27
77809560,Avenida Perimetral Santa Cruz,,Jardim Mansões Palmeiras,550,27
77809570,Avenida A,,Santa Mônica,550,27
77809580,Rua A,,Santa Mônica,550,27
